,0_Area under the curve,0_Autocorrelation,0_Centroid,0_Mean absolute diff,0_Mean diff,0_Median absolute diff,0_Median diff,0_Negative turning points,0_Neighbourhood peaks,0_Positive turning points,0_Signal distance,0_Slope,0_Sum absolute diff,0_Zero crossing rate,sujeto,inicio_ventana,fin_ventana,duracion_ventana,#cortes,cortes_por_segundo
0,572.768724616725,101.0,456.72699433195834,0.05498592121944751,0.0017470868037213075,0.05228049957575964,0.0014311340725711164,32.0,32.0,32.0,1001.1067360335445,0.0016762575878908972,54.930935298228064,33.0,andres,5.2,10.2,4.999999999999999,31,6.200000000000001
1,638.3909573591159,9.0,539.3403976018164,0.05438366686349458,0.0007751352265600645,0.05067318763199169,0.002006085302724059,35.0,35.0,35.0,1001.1050185269609,0.0002303786455198076,54.32928319663108,18.0,andres,10.2,15.2,5.0,35,7.0
2,638.3439185243642,9.0,466.8184622134322,0.06162613367828832,0.0005822563170853851,0.06035111671754065,0.0018988435104767554,34.0,32.0,34.0,1001.6240379760411,-0.00021013297445433976,61.56450754461003,22.0,andres,15.2,20.2,5.0,34,6.8
3,559.1769574265347,8.0,612.261252256486,0.07592345497906385,-0.001189958039430498,0.07307168029363159,-0.00031029342538557714,34.0,34.0,34.0,1002.8985235618879,0.0005052600750234271,75.84753152408479,48.0,andres,20.199999999999996,25.199999999999996,5.0,34,6.8
4,542.8469423249165,8.0,456.5691974586858,0.07247851187403348,-0.00021375423710679443,0.07329333809700966,0.001786434506954926,33.0,33.0,33.0,1002.4532773203102,-0.0001558835591027726,72.40603336215945,39.0,andres,25.199999999999996,30.199999999999996,5.0,33,6.6
5,472.79267226304916,8.0,410.80061030454544,0.07286395026495696,0.0007789073296808175,0.07344836234544845,-0.0006448858328654827,32.0,31.0,32.0,1002.5599958024123,-0.0003216537438418841,72.791086314692,55.0,andres,30.199999999999996,35.199999999999996,5.0,32,6.4
6,78.87002079584636,10.0,135.20277210252453,0.056355976612726136,-0.010599236402087665,0.04687572661695438,-0.012517432150823321,5.0,5.0,5.0,179.4208284219104,-0.006045177370774901,10.087719813677978,9.0,andres,35.199999999999996,36.1,0.9000000000000057,4,4.444444444444416
7,430.30448721346795,7.0,417.5346544269805,0.06622052638236123,0.0009256626267364914,0.07005841067136456,0.004010150882958113,35.0,34.0,34.0,1001.8302829642412,0.00026718929968599285,66.15430585597886,46.0,ariana,3.5,8.5,5.0,23,4.6
8,346.86666258484036,7.0,502.8213435375221,0.06682874699616709,0.00022199979943235502,0.0723411827134387,0.00132042137298638,33.0,32.0,33.0,1001.8155310717032,0.0002689754393015677,66.76191824917092,64.0,ariana,8.5,13.5,5.0,32,6.4
9,393.1658948507836,7.0,518.6730123144346,0.07477411359039303,0.0003103123097089182,0.07828270699261725,0.005105238204705875,32.0,31.0,33.0,1002.5217224580269,3.74610236938163e-05,74.69933947680263,62.0,ariana,13.5,18.5,5.0,32,6.4
10,616.6741310465252,9.0,561.5798487217323,0.07423368538876607,0.0007411808931630713,0.0747887000822351,0.019504841870760792,31.0,29.0,30.0,1002.6229279296954,0.0006656721122120944,74.1594517033773,32.0,ariana,18.5,23.5,5.0,30,6.0
11,708.2565647125894,8.0,509.9079837079797,0.07131041800156046,0.00026108287972821415,0.06778750226941249,0.02781047338349496,30.0,29.0,29.0,1002.3227276518262,0.0001543294266398735,71.2391075835589,26.0,ariana,23.5,28.5,5.0,29,5.8
12,663.7664356435425,8.0,492.04274745104993,0.07769851605065516,-1.8123649250965377e-05,0.0747901675134035,0.026775760562678386,27.0,26.0,27.0,1002.9497616478186,4.4367089258762935e-05,77.6208175346045,38.0,ariana,28.5,33.5,5.0,27,5.4
13,559.4969251403795,8.0,416.1695337118762,0.07783498303436577,-0.0014430416164995827,0.07762250050628355,0.011881865956517856,30.0,28.0,30.0,1003.0024923702651,-0.0003987391299244799,77.7571480513314,55.0,ariana,33.5,38.5,5.0,29,5.8
14,278.55410956997844,8.0,322.4072892308989,0.08170878645230048,-0.0007893198584962821,0.08462917446380037,0.0030093794467717094,14.0,14.0,15.0,527.3072654396043,0.0009116103993972519,42.89711288745775,29.0,ariana,38.5,41.13,2.6300000000000026,15,5.703422053231933
15,831.050961018293,8.0,446.47418434237386,0.10757818355468757,0.0026867489993800636,0.10929722035724909,0.020380803641638107,29.0,29.0,29.0,1006.3552594847671,-0.00041019063703740894,107.47060537113288,49.0,carlos,5.6,10.6,5.0,29,5.8
16,704.4908211672955,8.0,459.484448355692,0.10890429088809854,-0.0015114691072706,0.10922085653331526,0.03485352799629382,27.0,27.0,28.0,1006.3641278582888,-0.0001870064026460232,108.79538659721044,53.0,carlos,10.6,15.6,5.0,28,5.6
17,641.5858109683039,8.0,501.92382497136987,0.09354604020686756,4.394953521255448e-05,0.08949025904582625,0.034829373308391365,27.0,26.0,26.0,1004.7332319335944,-1.818694719657435e-05,93.4524941666607,50.0,carlos,15.6,20.6,5.000000000000002,26,5.199999999999998
18,554.0605654756887,8.0,509.5088610166268,0.08637245945992235,0.000381148076490846,0.07906536109517484,0.03534726430261555,26.0,24.0,26.0,1004.1750795492874,-0.00011078710731061627,86.28608700046243,49.0,carlos,20.6,25.6,5.0,26,5.2
19,612.464931503569,9.0,472.9112356088055,0.09276716591333742,0.0007055679197498573,0.08659374957933108,0.038024759458027246,25.0,22.0,26.0,1004.7536776628315,-9.35315231610415e-05,92.67439874742408,44.0,carlos,25.6,30.6,5.0,24,4.8
20,526.9776785350462,8.0,506.2733608371423,0.09042247005202884,-0.0003253758390150392,0.08116336007268066,0.03193943267827398,33.0,25.0,32.0,1004.8947131728776,1.4331631119337616e-05,90.33204758197681,50.0,carlos,30.6,35.6,5.0,28,5.6
21,189.11676090937348,9.0,188.92870099747776,0.09052815558113046,-0.00661657600770138,0.07684052080107434,0.01596709840641125,10.0,6.0,10.0,306.9151656597791,-0.00046116071180161126,27.611087452244792,13.0,carlos,35.6,37.13,1.5300000000000011,7,4.575163398692807
22,479.3877079505009,10.0,443.27971592634395,0.06497439967507783,0.0005503764989837075,0.06257862636507616,-0.012423958108873201,31.0,27.0,30.0,1001.9924002246544,0.0010670558218082668,64.90942527540275,48.0,dafne,9.25,14.25,5.0,24,4.8
23,419.9790572042168,7.0,512.5029641713393,0.07060078662163716,0.000539450543689234,0.07001305610853026,-0.02070316625249574,29.0,29.0,29.0,1002.2346207834188,0.00010387865474850632,70.53018583501552,55.0,dafne,14.25,19.25,5.0,29,5.8
24,484.8808654562573,8.0,541.6146256223236,0.0777869147982455,0.0007516165737219989,0.07878340266934539,-0.022148242074490954,28.0,26.0,29.0,970.7705670664,0.0005157179283656253,75.21994660990339,52.0,dafne,19.25,24.25,5.0,29,5.8
25,523.0554071222978,8.0,458.98675007931496,0.08475235967756976,-0.001275527670215639,0.08668730210244648,-0.024412490712476087,29.0,28.0,28.0,1003.4934405387179,-0.0002859118601321593,84.66760731789219,57.0,dafne,24.25,29.25,5.0,28,5.6
26,424.6385871044257,8.0,379.53773129000206,0.08837624005029382,0.0002555929353225557,0.08837294945437346,-0.02526411719379207,20.0,20.0,21.0,764.845836560308,0.00010920688403515463,67.25431867827359,39.0,dafne,29.25,34.25,5.0,21,4.2
27,477.71792657078345,10.0,432.23937483839245,0.07973976552683977,0.00016336978900339104,0.07450749306606219,-0.01864564926932677,22.0,21.0,21.0,815.5981310426746,-0.00014847441929705547,64.74868960779389,39.0,dafne,34.25,39.25,5.0,20,4.0
28,253.39847868789477,12.0,176.48913513829316,0.07500945824332231,-0.004417074127277864,0.07562409391904137,-0.016971023550616304,8.0,8.0,8.0,343.3455955838074,-0.004295744762597253,25.65323471921623,13.0,dafne,39.25,41.0,1.75,8,4.571428571428571
29,670.9562890789397,7.0,491.9421123633245,0.08939603604154878,0.0013418070576601939,0.09613179290967666,-0.0010948661869101678,31.0,31.0,31.0,1003.9625703889952,-7.967310592195335e-05,89.30664000550723,47.0,hussein,8.1,13.1,5.0,31,6.2
30,492.48430020895,7.0,450.68183982043337,0.0764440234529281,-0.0004475411821897685,0.08421170851314563,-0.0030309673865522857,29.0,28.0,30.0,1002.5696478709374,-0.0001980471393689084,76.36757942947517,58.0,hussein,13.1,18.1,5.000000000000002,30,5.999999999999998
31,438.0456125232378,7.0,509.04551442786743,0.07863359023242801,-0.00016815646013654503,0.08401736027465338,-0.003945268305042826,29.0,28.0,28.0,1002.798022171414,-3.0775659033165404e-05,78.55495664219558,58.0,hussein,18.1,23.1,5.0,28,5.6
32,406.2623012955261,8.0,474.368615882719,0.0672325148099666,8.312314790960074e-05,0.06741613303785171,-0.010890551252516867,28.0,28.0,28.0,1001.8622697639519,-0.0002602868016487266,67.16528229515663,56.0,hussein,23.1,28.1,5.0,28,5.6
33,97.98593608208074,9.0,112.27817862995232,0.058984040434214166,-0.012003408755547671,0.062152829596040626,-0.02824157959849352,4.0,4.0,4.0,159.3509180217159,-0.006757264325272772,9.378462429040052,5.0,hussein,28.1,28.9,0.7999999999999972,2,2.500000000000009
34,672.6075406519295,8.0,549.0666097231389,0.09435492033028021,0.001192981116573059,0.0890036070573772,-0.029470929530361012,28.0,28.0,28.0,1004.8281399594041,0.0005739076757460376,94.26056540994993,52.0,jesus,4.3,9.3,5.000000000000001,28,5.599999999999999
35,661.1653707414982,8.0,458.2750613378008,0.08570904937024044,-0.0006627038322242585,0.08677289200901939,-0.011902454477285884,29.0,28.0,28.0,1003.7218530476018,-0.00044197084212869504,85.6233403208702,42.0,jesus,9.3,14.3,5.0,28,5.6
36,669.6332750925776,8.0,546.7924696029039,0.0943083983123198,0.001562812918516073,0.09610692472230348,0.0072764290438872,28.0,29.0,29.0,1004.7934901138934,0.00030382507559537986,94.21408991400747,49.0,jesus,14.3,19.3,5.0,29,5.8
37,572.3005627437751,8.0,477.4622825707747,0.0930415136228554,8.154705496896395e-05,0.09111868107773491,0.02168801804655729,29.0,28.0,28.0,1004.7214938609686,-0.0002585869192643746,92.94847210923254,54.0,jesus,19.300000000000004,24.300000000000004,5.0,28,5.6
38,622.5389480875039,8.0,491.67250127301253,0.10691990141266347,-0.0014086982043498197,0.10815993153498679,0.022015498017967206,29.0,28.0,29.0,1006.3307151770986,0.00031422748895692853,106.81298151125081,57.0,jesus,24.300000000000004,29.300000000000004,5.0,29,5.8
39,280.24231771544385,8.0,277.8663415222778,0.10215551995513414,-0.003271443454811097,0.10375449208994969,0.007320110602219598,12.0,12.0,13.0,421.822254679034,-0.0027678071921758483,42.8031628612012,22.0,jesus,29.300000000000004,31.4,2.0999999999999943,11,5.238095238095252
40,1013.5970624230358,9.0,497.95737068344613,0.06625328920845806,0.0012160981952693039,0.06335199144133052,0.002370730014707334,30.0,31.0,31.0,1002.0181144331724,0.00023456541764409046,66.18703591924961,4.0,jonathan,6.0,11.0,5.0,31,6.2
41,532.8214348416078,11.0,202.15837571958852,0.07807675815031073,-0.000620139113932906,0.08018050899870932,-0.0037914214328056417,23.0,23.0,23.0,715.789162432906,-0.001870448208419087,55.66872856117155,26.0,jonathan,11.0,16.0,5.0,23,4.6
42,490.6902272348309,8.0,497.4949382743471,0.08143410145450276,0.001212033275549555,0.08412839949314005,-0.014905417082467842,28.0,27.0,28.0,1003.234175898431,-4.271563524104306e-05,81.35266735304826,55.0,jonathan,16.0,21.0,5.0,28,5.6
43,451.5615727329647,8.0,448.9829790782653,0.07014947614628515,-0.0006546324484914882,0.06843059901174708,-0.013446900405089085,27.0,26.0,27.0,1002.4251962391663,1.7193655204947392e-05,70.07932667013887,53.0,jonathan,21.0,26.0,5.0,26,5.2
44,488.4035058296354,9.0,502.0687848858451,0.07017139106126939,0.00032520490708230553,0.06340505023731902,-0.022493859957983586,32.0,27.0,31.0,1002.3808326668269,0.00020116385644547807,70.10121967020812,43.0,jonathan,26.0,31.0,5.0,30,6.0
45,428.5474442921442,9.0,503.3633112902308,0.06221050958112803,-0.00048491644917966813,0.060804309496575115,-0.006820303712566922,27.0,25.0,27.0,1001.6276006136948,0.000476479037033203,62.1482990715469,51.0,jonathan,31.0,36.0,5.0,26,5.2
46,265.63268965958116,9.0,364.51479182514566,0.05987647514884654,-0.0009196686520957307,0.0524877242472223,-0.014014108132557171,18.0,16.0,18.0,638.6964789535649,-0.0004449764921099412,38.141314669815245,30.0,jonathan,36.0,39.19,3.1899999999999977,15,4.702194357366775
47,663.6256612126163,8.0,555.5060996157492,0.07364030515380485,0.0005486044927181871,0.07238052790734575,0.0028295974739794283,31.0,29.0,32.0,1002.7597670184653,0.00039622392140287806,73.56666484865104,23.0,juan,12.4,17.4,4.999999999999998,31,6.200000000000002
48,607.9290111775268,7.0,448.4000749293702,0.08526406286803721,0.0009484942665182671,0.08787561116286713,-0.0018480017209290545,31.0,30.0,31.0,1003.7375331513679,-0.0004012263426352699,85.17879880516918,41.0,juan,17.4,22.4,5.0,31,6.2
49,492.2134778549316,8.0,479.29238791928435,0.08938920049053037,-0.0007519686141503053,0.09177428537992069,-0.012861222266041139,31.0,30.0,30.0,1004.1241467013474,-0.0004735861183051254,89.29981129003984,62.0,juan,22.4,27.4,5.0,30,6.0
50,527.9712466017526,7.0,540.8048878359126,0.09366155424221445,-0.0013646956183829308,0.09705454235200128,-0.004110543386472543,30.0,30.0,31.0,1004.5989019615831,-0.00046898094881380847,93.56789268797223,59.0,juan,27.399999999999995,32.39999999999999,4.9999999999999964,30,6.000000000000004
51,378.73035566307476,7.0,353.57055524188735,0.08258037936450449,0.0009439651414357449,0.08483621827371379,-0.0039657353444263466,22.0,22.0,22.0,737.2183207596014,7.935726967000828e-05,60.6139984535463,40.0,juan,32.39999999999999,36.19,3.7900000000000063,20,5.277044854881257
52,594.9712325035068,9.0,542.1845503076047,0.09031682035874636,0.0013037866551669716,0.09572964227800897,0.007946605840576493,30.0,29.0,29.0,1004.2840955085425,0.0011854677389239448,90.22650353838762,53.0,olesky,6.75,11.75,5.0,28,5.6
53,725.150210244978,8.0,424.6327283066965,0.09106008124227419,-0.0005089127987113387,0.09756606727046013,0.0007060261378045718,29.0,29.0,29.0,1004.2030901129847,-0.0006227578502991777,90.96902116103192,39.0,olesky,11.75,16.75,5.0,29,5.8
54,515.3910618143292,7.0,496.3171442759024,0.08268673710143225,0.0009395136144548273,0.08717221349099558,0.008835666883213578,30.0,30.0,30.0,1003.331447929739,0.0001719159556760184,82.60405036433082,55.0,olesky,16.75,21.75,5.0,30,6.0
55,535.770091140356,7.0,455.1279702361319,0.06189881855233772,-0.000565204646608023,0.06220632465014775,0.003087425407608091,31.0,30.0,32.0,1001.4752870004141,-0.00010907111609871511,61.83691973378538,22.0,olesky,21.75,26.75,5.0,32,6.4
56,940.8105979368912,9.0,637.8029513644183,0.07677343197175662,0.0005205043390050442,0.07574219150623285,0.0004353819372961837,33.0,33.0,33.0,1001.8924716640124,0.0008658068252109407,76.6198851078131,8.0,olesky,26.75,31.75,5.0,33,6.6
57,232.56142116905693,13.0,95.6562440956316,0.06206088565280556,-0.006938576752237062,0.05508898148682878,0.002121250340051395,8.0,7.0,7.0,261.75540917854937,-0.006946762075942351,16.19789115538225,3.0,olesky,31.75,33.06,1.3100000000000023,7,5.34351145038167
58,1413.8683617923537,68.0,549.7395864584304,0.08544422269232455,0.00349732530313142,0.08499928880556323,-0.0036257481837373984,31.0,30.0,31.0,1004.0676331381508,8.914704660614023e-05,85.35877846963223,11.0,rachel,23.19,28.19,5.0,27,5.4
59,269.83205713110647,12.0,81.30393975314492,0.05800046561521322,-0.0022783279379215214,0.04471172715203775,-0.003889356245013298,5.0,4.0,5.0,142.3685134820206,0.007179889374330453,8.236066117360277,0.0,rachel,28.19,28.99,0.7999999999999972,5,6.250000000000022
